"Motor Vehicles Currently Licensed by Type (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Cars","","","Rental Cars","","","Goods Service Vehicles Discontinued January 1991","","","Private Taxis","","","Public Taxis (Discontinued)","","","Omnibuses (after December 1989)","","","Service Coaches","","","Trailers (including Caravans)","","","Motor Cycles","","","Mopeds","","","Miscellaneous (Including Tractors)","","","Trade Plates - D (Discontinued)","","","Trade Plates - C (after December 1997)","","","Exempt Vehicles","","","Taxis","","","Omnibuses and Service Coaches","","","Light Trucks, Vans and Utilities (Discontinued after October 1995)","","","Heavy Trucks (Refer to V= Trucks)","","","Goods Service Cars Discontinued October 1993","","","Caravans (Starts 10.1993, Discontinued 10.1995)","","","Tractors (Starts October 1993)","","","Trucks (Starts November 1995)","","","Total Trade Plates Issued (Start Jan 1998.)","","","Total All Vehicles","",""
" ","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods"
"1999M02",1215045,633372,1848417,10487,7158,17645,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",314438,24687,339125,25724,18353,44077,5625,2315,7940,31563,3668,35231,"..","..","..","..","..","..",6069,633,6702,3631,3541,7172,9578,2036,11614,"..","..","..","..","..","..","..","..","..","..","..","..",18840,1050,19890,293853,76524,370377,"..","..",7256,1916013,772287,2688300
"1999M03",1206641,624477,1831118,10531,6927,17458,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",317765,24539,342304,25083,17230,42313,5494,2202,7696,31580,3646,35226,"..","..","..","..","..","..",6099,696,6795,3640,3546,7186,9594,2034,11628,"..","..","..","..","..","..","..","..","..","..","..","..",18832,1099,19931,292330,74482,366812,"..","..",7383,1908757,759779,2668536
"1999M04",1206702,629130,1835832,10488,6347,16835,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",319698,22622,342320,25151,16506,41657,5461,2139,7600,31703,3434,35137,"..","..","..","..","..","..",6156,660,6816,3620,3579,7199,9642,2028,11670,"..","..","..","..","..","..","..","..","..","..","..","..",18906,1007,19913,292198,74779,366977,"..","..",7537,1910819,761224,2672043
"1999M05",1222255,643506,1865761,10191,5802,15993,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",322449,19881,342330,25598,15953,41551,5508,2109,7617,31814,3160,34974,"..","..","..","..","..","..",6171,604,6775,3675,3602,7277,9656,2053,11709,"..","..","..","..","..","..","..","..","..","..","..","..",18939,820,19759,295256,76532,371788,"..","..",7691,1932573,773202,2705775
"1999M06",1242003,626294,1868297,10062,5055,15117,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",325895,13430,339325,25984,14680,40664,5526,1969,7495,32008,2751,34759,"..","..","..","..","..","..",6187,441,6628,3739,3541,7280,9731,2017,11748,"..","..","..","..","..","..","..","..","..","..","..","..",19030,639,19669,297303,74062,371365,"..","..",7864,1958438,744240,2702678
"1999M07",1242073,636170,1878243,10104,4822,14926,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",327063,11467,338530,26007,14246,40253,5482,1944,7426,31936,2645,34581,"..","..","..","..","..","..",6286,298,6584,3714,3618,7332,9813,2032,11845,"..","..","..","..","..","..","..","..","..","..","..","..",19039,563,19602,297642,75003,372645,"..","..",7946,1960120,752245,2712365
"1999M08",1239191,645002,1884193,10449,4839,15288,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",328547,10850,339397,25934,13880,39814,5529,1953,7482,31981,2578,34559,"..","..","..","..","..","..",6311,240,6551,3752,3663,7415,9811,2097,11908,"..","..","..","..","..","..","..","..","..","..","..","..",19095,515,19610,297533,75682,373215,"..","..",8037,1959038,760784,2719822
"1999M09",1220747,637532,1858279,10960,5203,16163,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",329656,10985,340641,24750,13654,38404,5198,1933,7131,31838,2585,34423,"..","..","..","..","..","..",6362,197,6559,3729,3677,7406,9790,2100,11890,"..","..","..","..","..","..","..","..","..","..","..","..",19136,458,19594,292703,74642,367345,"..","..",8133,1935733,752508,2688241
"1999M10",1223516,657122,1880638,11648,6097,17745,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",329764,12753,342517,24989,15030,40019,5193,2123,7316,31943,2951,34894,"..","..","..","..","..","..",6446,221,6667,3707,3752,7459,9821,2160,11981,"..","..","..","..","..","..","..","..","..","..","..","..",19097,549,19646,294029,77502,371531,"..","..",8211,1941056,779711,2720767
"1999M11",1221893,666527,1888420,11945,7062,19007,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",331186,15315,346501,24977,16276,41253,5194,2291,7485,32305,3264,35569,"..","..","..","..","..","..",6543,273,6816,3646,3800,7446,9822,2246,12068,"..","..","..","..","..","..","..","..","..","..","..","..",19230,720,19950,293883,78703,372586,"..","..",8247,1941394,795757,2737151
"1999M12",1218509,682552,1901061,11953,8284,20237,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",333429,21543,354972,24952,17693,42645,5186,2390,7576,32514,3731,36245,"..","..","..","..","..","..",6589,433,7022,3653,3840,7493,9815,2327,12142,"..","..","..","..","..","..","..","..","..","..","..","..",19344,899,20243,293020,80931,373951,"..","..",8224,1939620,823724,2763344
"2000M01",1216228,689831,1906059,11665,8400,20065,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",334034,23395,357429,24997,18516,43513,5192,2452,7644,32494,3943,36437,"..","..","..","..","..","..",6619,567,7186,3657,3815,7472,9858,2327,12185,"..","..","..","..","..","..","..","..","..","..","..","..",19352,984,20336,293296,81625,374921,"..","..",7185,1938040,834871,2772911
"2000M02",1195067,656807,1851874,11822,8431,20253,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",335219,23719,358938,23866,17198,41064,5040,2280,7320,32414,3790,36204,"..","..","..","..","..","..",6707,647,7354,3622,3745,7367,9792,2231,12023,"..","..","..","..","..","..","..","..","..","..","..","..",19410,1062,20472,288856,75875,364731,"..","..",7406,1912405,794723,2707128
"2000M03",1196932,680918,1877850,11954,8290,20244,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",336171,23229,359400,23877,17357,41234,5132,2356,7488,32523,3840,36363,"..","..","..","..","..","..",6779,683,7462,3688,3791,7479,9928,2336,12264,"..","..","..","..","..","..","..","..","..","..","..","..",19477,1049,20526,289869,79095,368964,"..","..",7540,1916853,821895,2738748
"2000M04",1193504,703004,1896508,11879,7706,19585,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",338107,21206,359313,23743,16812,40555,5144,2300,7444,32538,3780,36318,"..","..","..","..","..","..",6821,630,7451,3694,3813,7507,9948,2374,12322,"..","..","..","..","..","..","..","..","..","..","..","..",19497,1022,20519,289894,81656,371550,"..","..",7615,1915272,843281,2758553
"2000M05",1181212,716189,1897401,11801,6903,18704,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",340878,18605,359483,23299,15868,39167,5109,2248,7357,32606,3480,36086,"..","..","..","..","..","..",6873,562,7435,3675,3867,7542,9961,2366,12327,"..","..","..","..","..","..","..","..","..","..","..","..",19628,861,20489,288861,83001,371862,"..","..",7730,1904275,853089,2757364
"2000M06",1157647,729335,1886982,11604,6418,18022,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",341589,12898,354487,22808,14986,37794,5048,2205,7253,32351,3114,35465,"..","..","..","..","..","..",6945,424,7369,3624,3964,7588,9948,2449,12397,"..","..","..","..","..","..","..","..","..","..","..","..",19700,669,20369,284945,83679,368624,"..","..",7831,1876509,859472,2735981
"2000M07",1157717,732873,1890590,11610,6039,17649,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",342707,11275,353982,22560,14345,36905,5069,2188,7257,32462,3082,35544,"..","..","..","..","..","..",6807,319,7126,3598,3992,7590,9893,2514,12407,"..","..","..","..","..","..","..","..","..","..","..","..",19739,580,20319,284351,83708,368059,"..","..",7946,1876774,860335,2737109
"2000M08",1140789,702705,1843494,11481,5943,17424,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",343423,10697,354120,21308,12826,34134,4831,2007,6838,32427,2824,35251,"..","..","..","..","..","..",7046,252,7298,3567,3852,7419,9797,2396,12193,"..","..","..","..","..","..","..","..","..","..","..","..",19938,528,20466,277896,78353,356249,"..","..",8046,1852565,821855,2674420
"2000M09",1154097,726471,1880568,11169,6527,17696,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",342985,10875,353860,21949,13707,35656,5032,2109,7141,32655,2964,35619,"..","..","..","..","..","..",7066,225,7291,3615,3885,7500,9933,2490,12423,"..","..","..","..","..","..","..","..","..","..","..","..",19933,559,20492,282654,80743,363397,"..","..",8124,1871155,849996,2721151
"2000M10",1156741,729077,1885818,11780,7541,19321,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",343949,12472,356421,22166,14961,37127,5027,2201,7228,32885,3236,36121,"..","..","..","..","..","..",7072,240,7312,3619,3859,7478,10004,2480,12484,"..","..","..","..","..","..","..","..","..","..","..","..",20040,666,20706,283406,80824,364230,"..","..",8180,1876649,856891,2733540
"2000M11",1159217,724590,1883807,11377,8723,20100,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",344846,14454,359300,22380,15859,38239,5034,2278,7312,33205,3407,36612,"..","..","..","..","..","..",7184,272,7456,3662,3796,7458,10072,2474,12546,"..","..","..","..","..","..","..","..","..","..","..","..",20186,816,21002,284567,80107,364674,"..","..",8209,1881544,855960,2737504
"2000M12",1168013,745743,1913756,11580,9501,21081,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",345537,20237,365774,22699,17548,40247,5076,2440,7516,33500,3899,37399,"..","..","..","..","..","..",7268,378,7646,3654,3816,7470,10183,2524,12707,"..","..","..","..","..","..","..","..","..","..","..","..",20287,958,21245,286961,82155,369116,"..","..",8210,1894471,888241,2782712
"2001M01",1161814,740695,1902509,11173,9600,20773,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",345811,22238,368049,22645,18097,40742,5095,2461,7556,33231,4156,37387,"..","..","..","..","..","..",7295,505,7800,3499,3714,7213,10102,2429,12531,"..","..","..","..","..","..","..","..","..","..","..","..",20225,1006,21231,284937,81337,366274,"..","..",6874,1885602,885232,2770834
"2001M02",1148312,713812,1862124,11119,9460,20579,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",345500,22702,368202,22000,17421,39421,5018,2342,7360,33082,4050,37132,"..","..","..","..","..","..",7332,597,7929,3472,3560,7032,10053,2331,12384,"..","..","..","..","..","..","..","..","..","..","..","..",20260,1048,21308,281023,76894,357917,"..","..",7101,1866911,853169,2720080
"2001M03",1159261,750219,1909480,10899,9287,20186,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",346602,22392,368994,22217,17862,40079,5098,2493,7591,33212,4163,37375,"..","..","..","..","..","..",7374,593,7967,3502,3679,7181,10214,2453,12667,"..","..","..","..","..","..","..","..","..","..","..","..",20354,1023,21377,283385,81543,364928,"..","..",7218,1881764,894684,2776448
"2001M04",1155508,749433,1904941,10623,8253,18876,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",347903,20463,368366,22107,16714,38821,5082,2432,7514,33282,4042,37324,"..","..","..","..","..","..",7319,546,7865,3481,3639,7120,10221,2416,12637,"..","..","..","..","..","..","..","..","..","..","..","..",20444,964,21408,282579,80694,363273,"..","..",7358,1878105,888632,2766737
"2001M05",1157219,757147,1914366,10336,7117,17453,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",348668,17942,366610,21846,15329,37175,5095,2328,7423,33290,3737,37027,"..","..","..","..","..","..",7280,474,7754,3472,3657,7129,10275,2431,12706,"..","..","..","..","..","..","..","..","..","..","..","..",20534,793,21327,283475,81108,364583,"..","..",7528,1880956,891270,2772226
"2001M06",1153731,762954,1916685,10559,6619,17178,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",349363,12862,362225,21633,14306,35939,5111,2253,7364,32986,3468,36454,"..","..","..","..","..","..",7333,373,7706,3427,3681,7108,10243,2466,12709,"..","..","..","..","..","..","..","..","..","..","..","..",20578,651,21229,282288,80878,363166,"..","..",7661,1876674,889860,2766534
"2001M07",1148183,758847,1907030,10585,6652,17237,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",350768,10934,361702,21413,13438,34851,5086,2184,7270,33499,2950,36449,"..","..","..","..","..","..",7173,281,7454,3393,3686,7079,10297,2447,12744,"..","..","..","..","..","..","..","..","..","..","..","..",20553,548,21101,281596,80107,361703,"..","..",7785,1871993,881526,2753519
"2001M08",1140688,750791,1891479,10291,6710,17001,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",352494,10490,362984,20901,12795,33696,4946,2032,6978,33756,2785,36541,"..","..","..","..","..","..",7376,241,7617,3383,3671,7054,10290,2387,12677,"..","..","..","..","..","..","..","..","..","..","..","..",20831,514,21345,278005,78088,356093,"..","..",7887,1862130,869990,2732120
"2001M09",1148884,766131,1915015,10414,7113,17527,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",353738,10828,364566,21610,13621,35231,5009,2102,7111,34131,2972,37103,"..","..","..","..","..","..",7435,216,7651,3383,3781,7164,10343,2507,12850,"..","..","..","..","..","..","..","..","..","..","..","..",20934,545,21479,281363,79718,361081,"..","..",7992,1876310,888989,2765299
"2001M10",1152875,769132,1922007,10401,8108,18509,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",354712,12629,367341,21915,14730,36645,5026,2213,7239,34538,3268,37806,"..","..","..","..","..","..",7449,243,7692,3394,3809,7203,10411,2530,12941,"..","..","..","..","..","..","..","..","..","..","..","..",21065,667,21732,282387,80461,362848,"..","..",8077,1883108,897123,2780231
"2001M11",1159529,779187,1938716,10610,9123,19733,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",355112,15014,370126,22453,16008,38461,5042,2314,7356,35048,3646,38694,"..","..","..","..","..","..",7529,249,7778,3398,3827,7225,10444,2608,13052,"..","..","..","..","..","..","..","..","..","..","..","..",21330,798,22128,284196,81566,365762,"..","..",8122,1893361,913542,2806903
"2001M12",1164700,792377,1957077,10575,10267,20842,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",357150,20611,377761,23019,16896,39915,5045,2412,7457,35450,4133,39583,"..","..","..","..","..","..",7597,356,7953,3418,3883,7301,10477,2625,13102,"..","..","..","..","..","..","..","..","..","..","..","..",21536,925,22461,285297,82481,367778,"..","..",8122,1902728,936041,2838769
"2002M01",1160458,785475,1945933,10896,10336,21232,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",356630,22636,379266,23192,17320,40512,5030,2485,7515,35537,4282,39819,"..","..","..","..","..","..",7625,497,8122,3383,3880,7263,10530,2672,13202,"..","..","..","..","..","..","..","..","..","..","..","..",21600,999,22599,284703,81359,366062,"..","..",7183,1897984,930942,2828926
"2002M02",1149890,763022,1912912,10806,10292,21098,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",357461,22900,380361,22870,16656,39526,4928,2455,7383,35642,4228,39870,"..","..","..","..","..","..",7661,571,8232,3383,3782,7165,10437,2643,13080,"..","..","..","..","..","..","..","..","..","..","..","..",21785,1075,22860,281999,77556,359555,"..","..",7366,1885077,904105,2789182
"2002M03",1163994,796509,1960503,10778,10265,21043,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",359511,22403,381914,23285,16577,39862,5033,2528,7561,35842,4284,40126,"..","..","..","..","..","..",7721,583,8304,3415,3951,7366,10584,2755,13339,"..","..","..","..","..","..","..","..","..","..","..","..",21860,1054,22914,285054,81585,366639,"..","..",7510,1905217,941440,2846657
"2002M04",1163407,793731,1957138,10276,9093,19369,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",359529,20526,380055,23168,15131,38299,4994,2462,7456,35931,4083,40014,"..","..","..","..","..","..",7782,533,8315,3416,3980,7396,10603,2698,13301,"..","..","..","..","..","..","..","..","..","..","..","..",21964,1014,22978,284918,81088,366006,"..","..",7622,1904024,933325,2837349
"2002M05",1168140,799396,1967536,9720,8432,18152,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",361009,18265,379274,23233,13859,37092,5040,2401,7441,35992,3755,39747,"..","..","..","..","..","..",7811,492,8303,3414,4047,7461,10721,2662,13383,"..","..","..","..","..","..","..","..","..","..","..","..",21981,883,22864,286315,81450,367765,"..","..",7751,1911395,934759,2846154
"2002M06",1170391,800012,1970403,9848,8271,18119,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",360756,13184,373940,23435,12610,36045,5063,2332,7395,35980,3420,39400,"..","..","..","..","..","..",7819,376,8195,3437,4070,7507,10741,2638,13379,"..","..","..","..","..","..","..","..","..","..","..","..",22028,728,22756,286017,80901,366918,"..","..",7871,1913487,927814,2841301
"2002M07",1170018,795934,1965952,9934,8356,18290,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",361872,11204,373076,23213,11878,35091,5082,2230,7312,36027,3169,39196,"..","..","..","..","..","..",7734,262,7996,3432,4096,7528,10723,2736,13459,"..","..","..","..","..","..","..","..","..","..","..","..",22092,581,22673,285915,80638,366553,"..","..",7969,1913950,920503,2834453
"2002M08",1145917,747471,1893388,9617,8179,17796,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",358157,10335,368492,22157,10807,32964,4913,2002,6915,35327,3086,38413,"..","..","..","..","..","..",7836,201,8037,3365,3891,7256,10571,2593,13164,"..","..","..","..","..","..","..","..","..","..","..","..",21869,532,22401,277425,75161,352586,"..","..",8064,1875285,863726,2739011
"2002M09",1170678,793915,1964593,10007,8988,18995,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",364385,11004,375389,22496,12352,34848,5072,2148,7220,36144,3533,39677,"..","..","..","..","..","..",7974,213,8187,3419,4160,7579,10779,2799,13578,"..","..","..","..","..","..","..","..","..","..","..","..",22429,560,22989,284718,80459,365177,"..","..",8137,1915672,919571,2835243
"2002M10",1175879,803431,1979310,11343,9817,21160,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",365218,12764,377982,22462,13711,36173,5152,2246,7398,36360,4136,40496,"..","..","..","..","..","..",7980,257,8237,3398,4264,7662,10862,2843,13705,"..","..","..","..","..","..","..","..","..","..","..","..",22512,697,23209,286301,82066,368367,"..","..",8225,1924955,935535,2860490
"2002M11",1179069,804585,1983654,11324,11034,22358,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",365829,14942,380771,22208,15012,37220,5197,2378,7575,36440,4581,41021,"..","..","..","..","..","..",8083,285,8368,3396,4278,7674,10915,2865,13780,"..","..","..","..","..","..","..","..","..","..","..","..",22647,840,23487,287055,82381,369436,"..","..",8269,1929516,942341,2871857
"2002M12",1186686,830817,2017503,11416,12412,23828,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",368863,20897,389760,22128,16958,39086,5230,2535,7765,36853,5243,42096,"..","..","..","..","..","..",8200,376,8576,3416,4376,7792,11015,2946,13961,"..","..","..","..","..","..","..","..","..","..","..","..",22953,1021,23974,288437,85144,373581,"..","..",8269,1942244,981704,2923948
"2003M01",1183319,827256,2010575,11133,13007,24140,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",367915,22844,390759,21869,17696,39565,5224,2626,7850,36868,5445,42313,"..","..","..","..","..","..",8228,496,8724,3413,4364,7777,11018,2958,13976,"..","..","..","..","..","..","..","..","..","..","..","..",22900,1111,24011,288271,84854,373125,"..","..",6213,1937258,981546,2918804
"2003M02",1172250,808047,1980297,11159,12945,24104,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",368392,23257,391649,21160,17675,38835,5201,2630,7831,36878,5358,42236,"..","..","..","..","..","..",8252,546,8798,3388,4290,7678,10995,2858,13853,"..","..","..","..","..","..","..","..","..","..","..","..",22967,1152,24119,285631,81686,367317,"..","..",6397,1923306,959292,2882598
"2003M03",1179158,830866,2010024,11233,12708,23941,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",369449,22557,392006,20820,17657,38477,5267,2745,8012,36993,5360,42353,"..","..","..","..","..","..",8301,565,8866,3397,4383,7780,11132,2901,14033,"..","..","..","..","..","..","..","..","..","..","..","..",23045,1122,24167,287516,83726,371242,"..","..",6516,1933266,983468,2916734
"2003M04",1177329,832180,2009509,11027,11098,22125,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",370302,20830,391132,20261,16435,36696,5261,2647,7908,37106,5052,42158,"..","..","..","..","..","..",8300,521,8821,3391,4384,7775,11179,2827,14006,"..","..","..","..","..","..","..","..","..","..","..","..",23136,1050,24186,287142,83395,370537,"..","..",6628,1931298,979369,2910667
"2003M05",1178924,841457,2020381,10680,9483,20163,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",371406,18908,390314,19726,15318,35044,5322,2622,7944,37495,4431,41926,"..","..","..","..","..","..",8387,483,8870,3352,4420,7772,11259,2805,14064,"..","..","..","..","..","..","..","..","..","..","..","..",23228,935,24163,287964,84032,371996,"..","..",6776,1934515,983959,2918474
"2003M06",1187493,849311,2036804,11074,8701,19775,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",372240,13765,386005,19379,14222,33601,5358,2523,7881,37480,4093,41573,"..","..","..","..","..","..",8439,386,8825,3335,4460,7795,11340,2767,14107,"..","..","..","..","..","..","..","..","..","..","..","..",23254,762,24016,290126,84235,374361,"..","..",6891,1946264,984463,2930727
"2003M07",1190429,857915,2048344,11245,8674,19919,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",373094,11871,384965,19384,13504,32888,5334,2517,7851,37811,3858,41669,"..","..","..","..","..","..",8346,288,8634,3346,4500,7846,11385,2806,14191,"..","..","..","..","..","..","..","..","..","..","..","..",23366,593,23959,290848,85275,376123,"..","..",6960,1951222,991208,2942430
"2003M08",1185554,848998,2034552,11233,8443,19676,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",374051,11480,385531,19163,13300,32463,5277,2440,7717,37909,3742,41651,"..","..","..","..","..","..",8615,240,8855,3317,4488,7805,11303,2802,14105,"..","..","..","..","..","..","..","..","..","..","..","..",23531,569,24100,287820,83878,371698,"..","..",7139,1944242,979811,2924053
"2003M09",1193081,860623,2053704,11979,8512,20491,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",374523,11836,386359,19580,13951,33531,5360,2437,7797,38429,3997,42426,"..","..","..","..","..","..",8706,227,8933,3338,4542,7880,11406,2864,14270,"..","..","..","..","..","..","..","..","..","..","..","..",23705,597,24302,289996,86171,376167,"..","..",7245,1956398,995160,2951558
"2003M10",1200292,874112,2074404,12763,9809,22572,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",375401,13517,388918,19966,15529,35495,5454,2511,7965,38866,4385,43251,"..","..","..","..","..","..",8715,251,8966,3349,4599,7948,11455,2948,14403,"..","..","..","..","..","..","..","..","..","..","..","..",23803,736,24539,291828,88543,380371,"..","..",7327,1968089,1016204,2984293
"2003M11",1203181,871663,2074844,13252,10997,24249,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",376469,15711,392180,20187,17030,37217,5537,2633,8170,39134,4860,43994,"..","..","..","..","..","..",8788,280,9068,3327,4608,7935,11513,2948,14461,"..","..","..","..","..","..","..","..","..","..","..","..",23906,967,24873,292016,88879,380895,"..","..",7374,1973404,1019609,2993013
"2003M12",1215150,899303,2114453,13612,12263,25875,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",379764,21617,401381,20631,19066,39697,5661,2799,8460,39603,5476,45079,"..","..","..","..","..","..",8914,403,9317,3347,4726,8073,11593,3008,14601,"..","..","..","..","..","..","..","..","..","..","..","..",24082,1160,25242,294038,92255,386293,"..","..",7374,1992313,1060916,3053229
"2004M01",1213006,892405,2105411,13543,12662,26205,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",379083,23666,402749,20594,19730,40324,5666,2852,8518,39745,5593,45338,"..","..","..","..","..","..",8955,513,9468,3324,4676,8000,11556,3043,14599,"..","..","..","..","..","..","..","..","..","..","..","..",24133,1235,25368,293738,91645,385383,"..","..",7590,1989210,1056785,3045995
"2004M02",1204969,874820,2079789,13461,12764,26225,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",379176,23997,403173,20354,19322,39676,5668,2876,8544,39671,5534,45205,"..","..","..","..","..","..",8971,582,9553,3302,4620,7922,11536,3029,14565,"..","..","..","..","..","..","..","..","..","..","..","..",24091,1291,25382,291157,89265,380422,"..","..",7868,1978265,1036809,3015074
"2004M03",1215163,898415,2113578,13443,12596,26039,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",381111,23424,404535,20485,19421,39906,5807,2957,8764,39922,5625,45547,"..","..","..","..","..","..",9084,592,9676,3322,4730,8052,11670,3115,14785,"..","..","..","..","..","..","..","..","..","..","..","..",24224,1346,25570,293623,92315,385938,"..","..",8072,1993630,1063190,3056820
"2004M04",1216297,900031,2116328,12613,11696,24309,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",381952,21473,403425,20322,17886,38208,5845,2816,8661,39997,5427,45424,"..","..","..","..","..","..",9196,564,9760,3334,4709,8043,11700,3103,14803,"..","..","..","..","..","..","..","..","..","..","..","..",24328,1256,25584,293763,92703,386466,"..","..",8245,1995019,1060408,3055427
"2004M05",1218191,896333,2114524,12449,9900,22349,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",382763,18899,401662,20192,16187,36379,5950,2728,8678,39913,5068,44981,"..","..","..","..","..","..",9256,509,9765,3342,4712,8054,11717,3136,14853,"..","..","..","..","..","..","..","..","..","..","..","..",24396,1049,25445,294394,91922,386316,"..","..",8408,1998167,1049394,3047561
"2004M06",1219019,899221,2118240,12644,9484,22128,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",383336,13777,397113,20087,14786,34873,5997,2620,8617,39835,4650,44485,"..","..","..","..","..","..",9313,395,9708,3352,4737,8089,11754,3178,14932,"..","..","..","..","..","..","..","..","..","..","..","..",24446,833,25279,294065,92230,386295,"..","..",8563,1999402,1045078,3044480
"2004M07",1224305,901567,2125872,12516,9303,21819,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",384283,12085,396368,20163,14185,34348,6087,2545,8632,40010,4492,44502,"..","..","..","..","..","..",9187,298,9485,3348,4754,8102,11791,3212,15003,"..","..","..","..","..","..","..","..","..","..","..","..",24545,731,25276,295798,92620,388418,"..","..",8688,2007488,1045061,3052549
"2004M08",1224746,888510,2113256,13160,8269,21429,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",385418,11572,396990,20157,13828,33985,6066,2496,8562,40254,4347,44601,"..","..","..","..","..","..",9336,252,9588,3379,4687,8066,11824,3106,14930,"..","..","..","..","..","..","..","..","..","..","..","..",24692,697,25389,294364,90506,384870,"..","..",8839,2008704,1027573,3036277
